name,geometry,lat,lon
Tikka Mehal,"POLYGON ((73.1869996 33.5454964, 73.1870581 33.545521, 73.187097 33.5454461, 73.1869614 33.5453946, 73.1869208 33.5454589, 73.1869996 33.5454964))",33.545456348020075,73.18701028910971
La Montana Restaurant,"POLYGON ((73.0663994 33.7603786, 73.066413 33.7603169, 73.0668464 33.7604122, 73.066781 33.7605841, 73.0663746 33.7604925, 73.0663878 33.7604563, 73.0663602 33.7604524, 73.0663845 33.760377, 73.0663994 33.7603786))",33.760449988639216,73.06660055672957
New Stylish Restaurant,"POLYGON ((73.0537628 33.6557524, 73.0538508 33.6557986, 73.0539417 33.6557267, 73.05399 33.6556196, 73.0540275 33.6555839, 73.0539095 33.6555437, 73.0538559 33.6555928, 73.0537754 33.6557089, 73.0537628 33.6557524))",33.655669400365746,73.05388686443693
Java Hotel,"POLYGON ((73.0553847 33.6565037, 73.0555564 33.6565841, 73.0555779 33.6564412, 73.0554652 33.656401, 73.0553847 33.6565037))",33.65648765986861,73.05549537200082
Haleem Ghar,"POLYGON ((73.0662791 33.6614947, 73.066495 33.6616171, 73.0664085 33.6617227, 73.0661926 33.6616003, 73.0662791 33.6614947))",33.6616087,73.0663438
New Stylish Restaurant,"POLYGON ((73.0666406 33.6610262, 73.0667402 33.6610784, 73.0666768 33.6611563, 73.0665588 33.6610983, 73.0666406 33.6610262))",33.661090581155996,73.06665291850766
Nandara,"POLYGON ((72.985882 33.6990115, 72.9860283 33.6988245, 72.9865822 33.6991244, 72.986436 33.6993114, 72.985882 33.6990115))",33.69906794689322,72.98623211406523
Des Pardes,"POLYGON ((72.9793024 33.7037042, 72.9791683 33.7036299, 72.9789366 33.7039342, 72.9790846 33.7040108, 72.9793024 33.7037042))",33.703821718264585,72.97912134753108
Peng Wings,"POLYGON ((72.9731081 33.7003264, 72.9732444 33.7003933, 72.9731746 33.7004918, 72.9730383 33.700425, 72.9731081 33.7003264))",33.70040911763731,72.97314134368932
Des Pardes,"POLYGON ((73.06779 33.7444252, 73.0679039 33.7443842, 73.0678862 33.7443502, 73.0679174 33.7443389, 73.0678451 33.7442004, 73.067873 33.7441904, 73.0678626 33.7441705, 73.0678818 33.7441636, 73.0678563 33.7441148, 73.0676642 33.7441841, 73.06779 33.7444252))",33.74426654078481,73.06780013989999
Cafe Macaw,"POLYGON ((73.2098997 33.686659, 73.2101522 33.6867874, 73.2102645 33.6866084, 73.2099745 33.6865073, 73.2098716 33.6865073, 73.2098997 33.686659))",33.68663132126848,73.21005796151336
New Mess Hall,"POLYGON ((73.1740709 33.5211898, 73.1740692 33.5211382, 73.1740674 33.5210423, 73.1740831 33.5210389, 73.174078 33.5209813, 73.1742518 33.5209669, 73.1742497 33.5209135, 73.1743087 33.5209118, 73.1743087 33.5209304, 73.1743963 33.5209259, 73.1743989 33.5209749, 73.1745672 33.5209685, 73.1745867 33.5209758, 73.1746055 33.5211608, 73.1740709 33.5211898))",33.52106689407176,73.17432857582666
Quaidian Hut,"POLYGON ((73.1327865 33.7444773, 73.1331432 33.7444974, 73.1332049 33.744358, 73.1333658 33.7442922, 73.1333967 33.7441874, 73.1333618 33.7441294, 73.133111 33.7441171, 73.1329527 33.7440369, 73.1328052 33.7440335, 73.1326443 33.744203, 73.1326604 33.7443112, 73.132651 33.7444071, 73.1326711 33.7444874, 73.1327865 33.7444773))",33.74427164577051,73.13297632790395
