place_id,name,lat,lon,rating,user_ratings_total,types
ChIJU3h96D2U3zgRwsPtKpAlN-M,Khurram Eye and Medical Centre,33.6078074,73.0125565,4.7,14.0,"pharmacy, hospital, doctor, point_of_interest, health, store, establishment"
ChIJgYowM9GV3zgR9TMJC6club8,GLITZSON PHARMACY,33.6099505,73.0119844,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJUU1cHEKU3zgRPjTpv6eXdHE,Safe Way Medical Store,33.6104735,73.0231683,4.8,5.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJcbae6D2U3zgRq0bXu4E_4uA,Healer Pharmacy,33.6086653,73.0100684,3.4,5.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJ22Uq6j2U3zgRitF3zabfkoI,Drug Fair Pharmacy,33.6087377,73.0098568,3.0,9.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJ45YxHhaU3zgRsLxgxcXK8X0,Zainab Homeo Clinic,33.6076048,73.0097718,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJUyr7vz2U3zgRQaY1T5wst1s,Medi Care Pharmacy,33.6089375,73.0095625,5.0,2.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJrT_ovz2U3zgRnrYf5AZPNcM,Homeo Point,33.6089306,73.0094155,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJ7zXC68aX3zgRTyoFw1exdA4,Nazeer Hospital Pharmacy,33.6040481,73.02442719999999,5.0,3.0,"pharmacy, drugstore, hospital, point_of_interest, health, store, establishment"
ChIJjYEbPxaU3zgRYQpN0uPsWL0,Al-Suffa Medical Store,33.60624130000001,73.0094118,1.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJxWrnPhaU3zgRcWqE-8g0rdk,Imran Pharmacy,33.60630560000001,73.0093576,4.8,13.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ1-PjOBaU3zgR1PBsFIoi5Wc,Jana Chemist & Cosmetics,33.6062682,73.0090484,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJFSxGORaU3zgRrJ-7cbCbi1g,Al-Mustafa Chemist & Cosmetics,33.60642159999999,73.0089989,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJKZryTxaU3zgRO-nWDvyiCE4,Mohammadi Unani Dawakhana,33.6054562,73.0087509,4.5,18.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJCQ3gTxaU3zgRFDY8O5BiPBA,Saffa Chemist,33.6054232,73.0087437,1.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJBWSpXjmU3zgR6yQuAjMIHy0,Ali & Brothers Medical Store,33.614223,73.0112652,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJlV0V4juU3zgR3Pz-dOg-vbo,Sardar Ji Dawakhana,33.6141106,73.0110169,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJQyzxgrqV3zgRhPgPeG-efKg,JS pharmacy & Cosmetics,33.60490359999999,73.0082737,5.0,2.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJtxWI5juU3zgR9_5Se-qVMZw,Madni Dawakhana,33.6140741,73.0104307,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJpaaRVRaU3zgRRNoY5IPvW8s,Sky pharmecy,33.604619,73.0083056,3.6,9.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJFddd6DuU3zgRTMt6jWJfaAs,Al-Qamar Pharmacy Allahabad,33.614213,73.0105119,4.7,6.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJR3PG4DuU3zgR5kBRwIA46Oo,Abdul Sattar Medical & Super Store,33.6144071,73.0106928,5.0,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJmwWPMmiV3zgR8Y3a5dilEL8,Best Health Pharmacy,33.6046911,73.0081216,4.3,3.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJv_EX7KCV3zgRAzjEdiev94A,HealthLine Pharmacy,33.60016739999999,73.0131857,4.6,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJJZgA6TuU3zgRnoQiabhH9Vs,Malik Medical Hall,33.614184,73.0099841,4.6,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJIXdugGiV3zgRIQ63qnNhRJQ,Pharma First,33.599355,73.0159498,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJs6yN-HmV3zgRcEh5HjTXABM,Syed Pharmacy,33.6257821,73.0184572,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJUex3UtGV3zgRU0TyqvI_1Is,Jalal pharmacy and madical,33.6218874,73.0149437,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJY7zqtwSV3zgRD6_Bd41skdY,Ali Medical Hall,33.6236995,73.0116913,4.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJI5Fo506U3zgRYeuhK6HSZsE,Tariq Medical Hall,33.62361910000001,73.0242676,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJzVE55U6U3zgRrn73Ow0udeE,Sabri Dawakhana,33.6238707,73.02496409999999,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJxTZiAXCV3zgRpJlO0xyDpoA,Noor Medical Store,33.6212934,73.01276270000001,4.2,5.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJVyRgRE6U3zgRFgRNimEa7OA,Ibrahim Medical Store,33.624547,73.0266053,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJhX9lRE6U3zgRZISLVb3WVYk,Saad Ali Dawakhana & Pansar Store,33.6245433,73.0267908,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJu6yvEyKV3zgRv4JX_hhi-zo,Ali Medical,33.6275532,73.0279687,5.0,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJQwWIsdGV3zgR_lMTrh8xqBU,BARQ PHARMACY,33.6533789,73.01635279999999,3.8,16.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ_fRoPb2V3zgR-a-Ewz-x6fM,Khurshid Homeopathic Clinic,33.6515547,73.0272975,4.6,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJbWqVyLyV3zgR4-iKFkFXd_E,Yasin Medical Store,33.6498295,73.0280234,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJE3xb5_SV3zgRaeC7KopkTG0,Memon Medicos,33.6703713,73.0153959,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJh9UEsB--3zgRyf0ueM2HFvU,Al Fateh Pharmacy,33.6754514,73.01465189999999,4.5,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJhyFQwKO_3zgRkkoH2N3ujj0,Ali Pharmacy,33.6754731,73.0143129,3.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJU5yLgq2V3zgRabvnxdY4-DY,SEHATMUND Pharma,33.6754771,73.0138419,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJmZElrR--3zgRfl9OIY73Los,Healer's Pharmacy,33.67555539999999,73.0139844,3.4,9.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJVQfGfXa_3zgRoTEDPlm18BU,Baba e Homeopathy Dr. Hamid National Homeo stores G 10 Islamabad,33.67575660000001,73.0138778,,,"drugstore, pharmacy, point_of_interest, store, health, establishment"
ChIJKSbMVR6-3zgRSw0jugtYSL4,Lucky Pharmacy,33.67582719999999,73.013755,4.3,33.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJj9gDqx--3zgRY_aQt6x2AR0,TM Pharmacy,33.6760611,73.0141201,4.6,13.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJh87DrB--3zgRipwajxX1E-E,Madison Square,33.6759483,73.0137172,4.8,8.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJHS6Sypi_3zgR_9ZoM6c-ISw,Kamran pharmacy,33.67597639999999,73.0137644,4.3,6.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJS3XcPQC_3zgR0c31SSZbeCw,Best Care Pharmacy BCP,33.6762373,73.0138949,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJIRF0cjq_3zgR9pfDcbRjJY0,Pharmacy,33.676855,73.01546499999999,3.7,9.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJw71JlvC_3zgRo00Cu4Clkzg,Rahat Medical store,33.6860814,73.01626089999999,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ-UON_RS-3zgRVV1rQ84UEjI,Shaheen Chemist,33.6928386,73.0139234,3.9,123.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJL64W0BS-3zgRqx55kD0lxWo,Radiation,33.69432949999999,73.0132682,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJvc9kKhW-3zgR6NsuW49BIn0,Sina Pharmacy,33.69480579999999,73.0139137,3.9,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ-0fzZgC_3zgRCy7Y7-Lxgrg,Al Sakhi pharmacy,33.6906281,73.0266357,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJM-1pSWu-3zgRkt8qfEWXnfU,Jadeed Chishtia Dawakhana,33.69520110000001,73.0122146,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJKSe7-SO-3zgRtTPXEDuT9KI,Denovo Medical Store,33.68033440000001,73.0226424,4.3,18.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJHa4y3UuN3zgR1AJIuG1x104,Al Haseeb Pharmacy,33.4752612,73.03333549999999,3.8,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJAYGnTACN3zgRBOBkhEZl0GY,A.R Pharmacy,33.4755991,73.0338912,5.0,7.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJlb7o3ZqN3zgRrCAUMWCfpug,Mohsin Pharmacy Gorakhpur,33.47600819999999,73.0350369,5.0,4.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJAfg7_LaN3zgR_TWV3a6JAxI,New Macca veterinary and medical store,33.4761069,73.0349797,,,"pharmacy, veterinary_care, health, store, point_of_interest, establishment"
ChIJV3dBK2GN3zgRMY3Kvh7s6XA,Yasin Pharmacy surgical and cosmatics,33.4881207,73.0445481,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJkdv_6uaT3zgRmV9V7_2cYGM,QASIM PHARMACY & COSMETICS,33.5274717,73.04562000000001,4.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJxa54PluT3zgRxng3aTN6DxY,Asad Brother Medical Store,33.5493519,73.0398252,5.0,7.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJpYrL71CT3zgRgGzzgcV3fxQ,ZR Medicare Pharmacy,33.555502,73.04210599999999,5.0,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJwxJCETmT3zgRn4iH70097hQ,PILL CITY PHARMACY,33.5674378,73.03890500000001,5.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJh29ViXyT3zgRvmRRB2aBmBs,Better life pharmacy,33.5696628,73.0372071,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJpRYMIiuT3zgR8iv4AIKqZjI,A R Chemist,33.56968070000001,73.0372162,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJhYwAWwCT3zgRKCcc17QcKVQ,Awan Brothers Veterinary Medical Store,33.5714586,73.0376723,,,"veterinary_care, pharmacy, point_of_interest, health, store, establishment"
ChIJRZhKcr-T3zgRgYljFo4J2lU,AOUN Brothers veterinary medical store,33.57153750000001,73.0377656,2.8,4.0,"veterinary_care, pharmacy, point_of_interest, health, store, establishment"
ChIJ3831QHWT3zgRS68L4f6FtWU,Farhan Medical Store,33.5698485,73.04190799999999,5.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJK_InOXWT3zgRbGIgcq5iBpY,Amir Pharmacy,33.5696543,73.0420953,4.0,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJYUJbQ56T3zgRgDDAdhDr8oQ,Liaquat Brothers Chemist,33.5721355,73.0386795,4.7,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJy5pBdImU3zgRPuZHCvuCAQc,Noman Pharmacy And Cosmetics,33.572412,73.03909,3.0,2.0,"pharmacy, point_of_interest, health, store, food, establishment"
ChIJt4h-O3WT3zgRSW3bIMT3QT4,Rafiqia Dawakhana,33.5697571,73.0426538,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJfdRwKnaT3zgRd4O3gzPzFOY,Rizwan Medicos,33.5725421,73.0391812,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJv1IPbgCT3zgRntdLouJBPNE,Doctor Plus Pharmacy,33.5728124,73.03854129999999,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJMTdFbp6T3zgRGE-zfSCWmNk,Aziz Medicose & Clinic,33.57285739999999,73.0385821,3.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJww6iJ3WT3zgRUfNRpOtNEEI,Madina Medical And General Store,33.5697346,73.0433728,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJYadgw0CT3zgR53QO4GWbS4A,Safeway Pharmacy & Cosmetics Dhoke Syedain Rawalpindi,33.5731692,73.0372253,4.8,5.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJ8dHygJ6T3zgRWHB6GnhuhYE,Mattab Darveshi Dawakhana,33.5731896,73.037587,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJKbWVgZ6T3zgRhc0z4fxBTpA,Medicare Medical & General Store,33.5733414,73.0372443,,,"pharmacy, point_of_interest, health, store, establishment"
ChIJOYuUJ5yT3zgRh2zEgtImAcM,New Sabri Medical Store,33.5733282,73.0366904,4.0,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJSXud2XST3zgR2cyEkNE6kWU,Daniyal Medical & General Store,33.569632,73.0437958,4.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJlcGiJ5yT3zgRCdIjghjqCaQ,Qureshi Medicos,33.5734353,73.03658349999999,1.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJKzjom4OT3zgR3Jfc1CGCqIA,Khan Medical,33.5734418,73.0365121,2.3,9.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJWVDfOuuT3zgRlyErmyu6H4Q,Mr🏠AHSAN SHAHID,33.5708736,73.0317884,,,"drugstore, pharmacy, point_of_interest, store, health, establishment"
ChIJsyHG2nST3zgRYpLCCe-BQIU,Bilal Medical Store & Cosmetics,33.5697224,73.0441704,2.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJdZ6IIpyT3zgR1TmCsfRHanc,Mehria Medical Store,33.5737932,73.03615529999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJTd82BQCT3zgRPjI2_aavxY0,خالد پنسار گھر,33.57399309999999,73.0356771,5.0,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJgTmnlYi0UAERibEQHW7Hh1Y,Evergreen Homeopathic Store&Clinic,33.5742124,73.0395832,4.9,16.0,"drugstore, pharmacy, point_of_interest, store, health, establishment"
ChIJV65M6e6T3zgRFIxAW-1M-ss,Al-Habib Khattak Pharmacy,33.5656101,73.0453831,4.0,5.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJMQoXEVqT3zgRSgr7s32eN6k,Little Paw's Pet Clinic,33.5654602,73.0454462,4.8,105.0,"pet_store, pharmacy, veterinary_care, point_of_interest, store, health, establishment"
ChIJAXhlPQCT3zgRGMYXTlfWUZw,Nova Care Pharmacy,33.5704403,73.0458199,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ3V-dE16T3zgRGTkq2pNDaiM,AY NOOR PHARMACY,33.5704508,73.0459406,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJXT0vAwCT3zgR2b4sV7fAPJo,ایم اینڈ ایس میڈیکل فارمیسی,33.5750563,73.03293020000001,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ82bbPgB33zgRom08yflAuXE,A&H Pharmacy,33.5753131,73.03230239999999,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJo8XM-leT3zgREFh1q21PgTA,Hayat Pharma Plus,33.5661731,73.0477075,4.4,20.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJI8SyJwCT3zgRs9vKWqO4eRo,Lifecare pharmacy,33.5755861,73.0317792,4.3,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJA7TdIIeT3zgRQ_vRy7Z6Jhc,Al-Shifa Homeopathic Clinic & Store,33.5867525,73.0334776,4.3,3.0,"drugstore, pharmacy, point_of_interest, store, health, establishment"
ChIJb-fc34aT3zgRN6DGoT6TSMU,Khaleej Pharmacy,33.5863646,73.0332344,4.7,7.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJQ1YFIIeT3zgR2Z21DHnLVrk,New Khattak Chemist,33.5865221,73.033146,3.5,6.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJD2DxH4eT3zgRTYWUgtYHttM,Khatak Medical Store,33.5864843,73.03309949999999,4.0,4.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJh8dqUO2T3zgR1xks1oo1SVo,New Khan Pharmacy,33.5864517,73.0329722,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJL4cW6oaT3zgRsbWO8abqI34,Shah Brothers Medical & General Store,33.58534050000001,73.0330048,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJbV9x5YaT3zgRrMRm7fMn9LU,Nafees Sons Pharmacy,33.5856504,73.0325118,2.3,3.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJvR6jqIaT3zgRUayyb8CatnE,Al-Syed Homeo Clinic,33.5840218,73.0339982,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJRZ1R8YaT3zgRMV-Uz1tMLNc,Al Malik Homoeo Pathick Store Abid Majeeb Road Rawalpindi,33.58533839999999,73.0320619,4.8,5.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJodkpA4ST3zgRGeXxix7NJ_c,Ajmal Pansar Store,33.583644,73.0339176,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJQUQm4LOT3zgRjbvRtm3KtS8,Ahmed homeo Store & Clinic,33.58241019999999,73.03652029999999,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJA8TLBQCV3zgRTwGLvko47fw,Crescent Pharmacy,33.5911702,73.0437123,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJgTByi4eT3zgRjqYalxWbIhY,Saadat Homeo Clinic,33.58850189999999,73.0303582,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJbfnT9IeT3zgRu27G0D4HRxM,New Swati Pharmacy & Cosmetics Store,33.5885629,73.0301935,4.6,23.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJwwHU9IeT3zgR7BuToE5Lo4Y,Ali Hassan Chemist,33.5885636,73.0301913,5.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJrZCibIST3zgR5RUWhlL2VII,Al-Shifa Medicine World,33.5819371,73.035949,4.5,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJ_dXgqoOT3zgRfWbMa4mDDMM,Imran Pharmacy,33.58172649999999,73.0373931,4.3,12.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJORwg7gST3zgRR8czT6-7Uk4,Naseer Pharmacy,33.58171890000001,73.0372529,5.0,2.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJHcuFqYOT3zgR-SBm1WUGG8Y,Ali Dawakhana,33.5816796,73.0372234,,,"pharmacy, point_of_interest, store, health, establishment"
ChIJ6_xmcoST3zgRXHD2dWyr24U,Awan Medical Store,33.5822417,73.03407,4.0,1.0,"pharmacy, point_of_interest, store, health, establishment"
ChIJY-V5jIKT3zgRXoPD5qW80D4,Deen Medicos,33.5815754,73.03931690000002,3.7,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJBRcmSgCT3zgRl7gDXqbw8uA,Swati pharmcy,33.5813948,73.03938149999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJAWZqBniU3zgRbg9Rr8kDUdo,Al-Qamar Dawakhana,33.5887542,73.0293855,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ_VAWFuST3zgRGbTzOK5Q1Lo,Apni Compounding & Pharmacy,33.5824547,73.0424728,5.0,22.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJA1dwhIKT3zgR6NGj6kcT0lI,Homeopathic Store,33.5814377,73.0401373,3.9,41.0,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJlacoOIST3zgRKCloC8CrFXQ,Al-Madina Homeo Clinic,33.5824149,73.0324688,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJu46JN4ST3zgRBmGN0qCSN6Q,Al-Hameed Homeo Medical Centre & Homeo Store,33.5823407,73.0324539,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJ_feI14WT3zgRI24g5WvuzrU,Subhanallah Dawakhana,33.583256,73.0308368,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ2QyNzIWT3zgRrn-5uarjHnE,Shifakhana Sabria & Pansar Store,33.5824703,73.0315291,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJG9akVHiT3zgRGjvduOa7Wg8,J. Watson Pharmacy and Diagnostic Lab,33.5822142,73.0433788,5.0,10.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ156KzIWT3zgRPGsQLI7JF-w,Sagheer Dawakhana,33.5825054,73.03138229999999,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJGa7SzYWT3zgRsJqQMOPJKEI,Khan Medicos,33.5824966,73.0313405,3.3,3.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJgdDe2oWT3zgRFE2ejYuL8gg,Bukhari Medical Store,33.5826927,73.0308393,4.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJv7kBMdST3zgRuzU1yetaVNg,Malik Traders Pharmacy,33.5821885,73.0437324,5.0,13.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJHcwkAgCT3zgRKTGFABJIgjA,Health Care Pharmacy,33.5820719,73.0436124,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ4WupImmV3zgRq3eB1mL-oYs,MedAsk MH Main Pharmacy,33.59466799999999,73.0427108,3.4,7.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJrwAYz4WT3zgRl94cw44cAWc,Danial Medicous,33.5824222,73.0310792,3.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJA7ldIACT3zgR7LzPOEMRsPo,CITI pharmacy,33.5825948,73.0308256,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ20_ArnmT3zgRtP6qLo6UCmw,Abid Pharmacy,33.58219399999999,73.0439244,4.3,73.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJX_HxVwCT3zgRB0D0jOPECJY,Al Noor Homeopathic clinic,33.5821169,73.0312797,5.0,1.0,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJLVZ9wYWT3zgRwJwggmELMso,Usman Medical Store,33.5822526,73.0304286,3.9,10.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJZ4BfkSCV3zgRBlMUrnvcMiE,MedAsk MH Gynae Pharmacy,33.5943146,73.04455229999999,2.0,3.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJr0vLsHmT3zgROV9VXYfbt_g,Javed Medical Hall,33.58155170000001,73.0441537,5.0,1.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJldQ26oWT3zgRl34zsTBjFY0,Asif Medical Store,33.58217889999999,73.0300458,4.5,11.0,"pharmacy, point_of_interest, health, store, establishment"
ChIJgSk0RVqV3zgRDQ67PiEZ8qk,Al-Mustafa Pharmacy and Cosmetics,33.612185,73.04323649999999,5.0,3.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJE-gkJouU3zgRDdK0Eg8cpq0,Al-Shifa Homeo Clinic,33.611679,73.0438151,4.3,3.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ9_UYC4uU3zgRf-u_BExtzEo,Haider Chemist & Cosmetics,33.6100425,73.0448354,2.0,2.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ39hXPYuU3zgRGOsXxk5SjZ8,Al-Noor Medical Store,33.6111088,73.0443069,3.0,2.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJ9RWBDIuU3zgRCuoL__uT1B4,Ali Medical Store,33.6101523,73.04481799999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJidplEQCV3zgRu4q4D1ccOZw,Farooq pharmacy,33.60977339999999,73.04505979999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJH9JJyYmV3zgRZZB75TsZyAY,Homeopathic Gulzar Ahmed Butt Clinic,33.6136128,73.0422664,4.6,5.0,"pharmacy, drugstore, health, store, point_of_interest, establishment"
ChIJXWBR_iCV3zgRoXZt6Ij3itk,"Yousaf Pharmacy, Ratta Amral, Rwp",33.60704679999999,73.045649,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJu1EPPC-V3zgRV7NoC2Dyy2k,Usman Pharmacy,33.6094118,73.04562659999999,5.0,5.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJywwR8YuU3zgRHfYh23D2luA,Zain Medical & Cosmetics Store,33.60838239999999,73.0459446,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJkfJOEvWU3zgRg4eXkDLcKOg,***Ahmed Karhai Ghar,33.6140394,73.04221799999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJC06PbamV3zgRLJykZjEnIF4,Tayab Laboratories,33.6021142,73.03298699999999,5.0,1.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJs2cYDPWU3zgRQi2vxisAss0,NEW ARIF SONS PHARMACY,33.6144545,73.0423355,3.8,10.0,"pharmacy, health, store, point_of_interest, establishment"
ChIJoYIXAQCV3zgRTaNz_LdC3rQ,"Bhatti Chemist (Anwar Hospital, Rawalpindi)",33.6001005,73.0375711,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJSV9tGACV3zgRaIk26NfOHZo,Z.A Khilji Pharmacy,33.6153801,73.04231419999999,,,"pharmacy, health, store, point_of_interest, establishment"
ChIJcYK1-4qV3zgRORaX1sKWnrE,Noor medical store,33.6286973,73.0396717,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJE_zspFWU3zgRF9xV4fAp5Iw,Al-Khidmat Dispensary,33.6301349,73.0385009,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJ26lE8SGV3zgRadEKdcP4Slc,Inam pharmacy,33.6301561,73.038466,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJHa3Y8FWU3zgRJy0yI6Asy0k,Al-Nasir Medical Store,33.6290559,73.0400843,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJf790qVWU3zgRpW8cV7Dx1dc,Al-Qadeer Medical Store,33.6303778,73.0380642,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJxVwQ_1SU3zgR9VwYWWtqjRg,City Pharmacy,33.63056529999999,73.0374006,,,"pharmacy, health, point_of_interest, store, establishment"
ChIJfYEQVv-U3zgRXJblFrxCIqA,Al-Hassan Medical Store,33.6286131,73.0405864,5.0,1.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJCfPX_lSU3zgRQurCzyoCWXQ,Abdullah Medical Store,33.6306683,73.0371533,5.0,2.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJVYgPHQCV3zgRGXpDrTXCh_U,Hammad Medical store,33.6296204,73.04026549999999,5.0,5.0,"pharmacy, health, point_of_interest, store, establishment"
ChIJjREvX_-U3zgReYcdkVcVqTE,Arshad Medicine Zone,33.6291941,73.04067739999999,,,"pharmacy, health, point_of_interest, store, establishment"
